"","t2m","rh","blh","sp","e","tp","fal","wind_direction","wind_speed","bc"
"3633",-1.787344628,0.729532533617086,33.97092003,101952.5393,2.58e-07,-1.73e-18,0.147631896,92.29265736,2.431525241,23510
"3634",-0.503390075,0.673032027634968,22.04313525,101930.2289,2.77e-07,-1.73e-18,0.147631896,34.26267478,1.575487248,23030
"3635",-2.793291927,0.783086775268413,15.41658815,101939.3725,1.64e-07,-1.73e-18,0.147631896,-239.2811824,0.617672391,20394
"3636",-4.111387722,0.853470786833771,26.01906351,101952.1735,2.58e-07,-1.73e-18,0.147631896,209.0262024,1.43597573,27190
"3637",-4.167476904,0.875394135770896,29.49800074,101952.905,-9.8e-08,-1.73e-18,0.147631896,200.7222441,1.688489135,13129
"3638",-4.191863506,0.8719973138504,26.59888638,101985.8219,-1.54e-07,-1.73e-18,0.147631896,174.8590189,1.835732553,9713
"3639",-4.054079209,0.851646277615074,23.11994915,102008.1322,5.58e-07,-1.73e-18,0.147644172,132.8310627,1.570589197,9694
"3640",-4.822257147,0.867352296108425,18.64702986,101964.9745,3.7e-07,-1.73e-18,0.147644172,78.79044336,1.366823711,10474
"3641",-4.378421005,0.842118797039702,15.91357918,101947.7846,3.33e-07,-1.73e-18,0.147644172,52.04922622,1.282719817,9945
"3642",-5.852591047,0.907994090142591,22.70578996,101927.303,-7.92e-08,-1.73e-18,0.147680998,40.20878927,1.551078941,10415
"3643",-5.729438711,0.891571504940099,25.68773615,101917.7937,-2.3e-08,-1.73e-18,0.147680998,90.14039976,1.801176174,11308
"3644",-5.805037175,0.901913844285852,27.59286844,101992.0395,-1.73e-07,-1.73e-18,0.147680998,115.4930795,1.797334131,13483
"3645",-5.168546884,0.847919209981171,50.95144697,102034.4658,-4.8e-06,-1.73e-18,0.147680998,155.1227526,1.491980358,17741
"3646",1.115880245,0.627538370748697,129.3103664,102047.2668,-1.72e-05,-1.73e-18,0.147668722,168.359439,1.224839175,21255
"3647",1.309753724,0.591106600340285,224.9811401,102098.4708,-3.11e-05,-1.73e-18,0.147631896,171.9223551,1.468007905,25074
"3648",2.04257109,0.568984840376601,310.7949251,101984.3589,-4.23e-05,-1.73e-18,0.147607345,152.8936241,1.712317377,25556
"3649",5.379877464,0.461099275238348,378.0543781,101921.4511,-4.75e-05,-1.73e-18,0.147607345,155.261333,2.012624385,23799
"3650",5.466449898,0.454728586445857,408.5364948,101847.2052,-4.38e-05,-1.73e-18,0.147607345,170.2848456,2.095519562,21599
"3651",5.262821778,0.466391563431148,391.0589768,101873.173,-2.77e-05,-1.73e-18,0.147607345,209.2404548,1.747645395,25309
"3652",2.726615254,0.604699539210415,92.36736633,101895.4833,-7.74e-06,-1.73e-18,0.147607345,243.3485915,2.242409129,19908
"3653",3.625261508,0.554518058815577,29.91215993,101974.1181,-6.05e-08,-1.73e-18,0.147631896,256.2071903,2.084340734,22407
"3654",-0.555821267,0.747094986355394,21.62897606,102034.4658,5.95e-07,-1.73e-18,0.147680998,190.4607144,1.784141931,21719
"3655",-0.330245206,0.740670351842788,22.54012628,102047.2668,9.7e-07,-1.73e-18,0.147693273,147.1298353,1.881949616,24331
"3656",-2.006824038,0.792585807769944,22.20879893,102086.0356,1.42e-06,-1.73e-18,0.147693273,91.99846364,1.866680668,21347
"3657",-2.567715866,0.823269288997707,24.19676306,102150.0406,1.55e-06,-1.73e-18,0.147693273,51.86227175,1.996818832,23796
"3658",-3.249321369,0.846541407513445,29.08384154,102157.7212,2.07e-06,-1.73e-18,0.147717824,49.49230779,2.04903431,17102
"3659",-4.769825954,0.902198876665054,32.81127428,102175.6426,2.13e-06,-1.73e-18,0.147717824,66.94761129,2.251504234,15303
"3660",-4.606435726,0.887386271930292,32.72844245,102186.2492,1.76e-06,-1.73e-18,0.147717824,68.91941367,2.264863034,14246
"3661",-4.752755333,0.8831004191778,29.08384154,102175.2769,1.48e-06,-1.73e-18,0.147717824,68.57987282,2.170648702,14584
"3662",-4.506450661,0.865920977653106,21.96030341,102182.226,1.1e-06,-1.73e-18,0.147717824,58.67024868,1.929775398,12855
"3663",-4.173573555,0.840942303926047,17.98437515,102186.2492,8.76e-07,-1.73e-18,0.147717824,36.58773039,1.640676066,9926
"3664",-4.48938004,0.837079781671866,15.00242896,102158.4527,7.26e-07,-1.73e-18,0.147717824,-16.83684556,1.345747501,10560
"3665",-4.440606838,0.835406496053391,13.34579218,102174.1797,5.76e-07,-1.73e-18,0.147717824,-70.95117324,1.084265352,9361
"3666",-5.336814432,0.872507595330775,15.25092447,102178.9343,5.01e-07,-1.73e-18,0.14775465,-102.8153917,1.334160139,10001
"3667",-5.447773467,0.86330312180504,15.25092447,102211.1197,4.45e-07,-1.73e-18,0.14775465,-92.72056529,1.313040237,9964
